"Game.ID","Team","Player","Player.ID","Minutes.Played","Field.Goals","Field.Goal.Attempts","Field.Goal.Percentage","X3.Point.Field.Goals","X3.Point.Field.Goal.Attempts","X3.Point.Field.Goal.Percentage","Free.Throws","Free.Throw.Attempts","Free.Throw.Percentage","Offensive.Rebounds","Defensive.Rebounds","Total.Rebounds","Assists","Steals","Blocks","Turnovers","Personal.Fouls","Points","Plus.Minus"
"11893","201301150CHA","IND","Ian Mahinmi","mahinia01","14:43",0,2,0,0,0,NA,4,4,1,1,5,6,0,0,3,2,4,4,-2
"11894","201301150CHA","IND","Orlando Johnson","johnsor01","12:00",1,4,0.25,0,0,NA,0,0,NA,1,4,5,2,0,0,0,0,2,1
"11895","201301150CHA","IND","Jeff Pendergraph","pendeje02","6:41",2,6,0.333,0,0,NA,0,0,NA,0,3,3,0,0,0,0,1,4,-2
"11896","201301150CHA","IND","Dominic McGuire","mcguido01","5:30",0,0,NA,0,0,NA,0,0,NA,0,0,0,1,0,0,0,0,0,-1
"11897","201301150CHA","IND","Ben Hansbrough","hansbbe01","3:46",1,2,0.5,1,1,1,0,0,NA,0,0,0,0,0,0,0,1,3,-1
"11898","201301150CHA","CHA","Michael Kidd-Gilchrist","kiddgmi01","31:35:00",1,5,0.2,0,0,NA,2,3,0.667,1,4,5,1,1,1,2,2,4,-27
"11899","201301150CHA","CHA","Kemba Walker","walkeke02","26:41:00",6,9,0.667,1,1,1,0,0,NA,0,1,1,1,3,0,1,2,13,-25
"11900","201301150CHA","CHA","Gerald Henderson","hendege02","24:39:00",3,10,0.3,1,1,1,8,12,0.667,0,0,0,3,0,0,2,1,15,-24
"11901","201301150CHA","CHA","Bismack Biyombo","biyombi01","22:10",2,6,0.333,0,0,NA,1,2,0.5,2,4,6,0,0,2,1,4,5,-21
"11902","201301150CHA","CHA","Hakim Warrick","warriha01","14:14",2,4,0.5,0,0,NA,0,0,NA,0,1,1,2,0,0,1,0,4,-16
"11903","201301150CHA","CHA","Ramon Sessions","sessira01","27:53:00",3,10,0.3,0,1,0,7,8,0.875,0,2,2,1,1,0,1,1,13,-8
"11904","201301150CHA","CHA","Jeff Adrien","adrieje01","23:28",1,3,0.333,0,0,NA,2,2,1,1,5,6,0,0,0,1,5,4,-6
"11905","201301150CHA","CHA","Jeff Taylor","tayloje03","20:07",1,6,0.167,1,4,0.25,2,2,1,0,2,2,1,1,0,0,2,5,4
"11906","201301150CHA","CHA","Brendan Haywood","haywobr01","13:44",1,3,0.333,0,0,NA,0,0,NA,0,3,3,1,0,2,0,2,2,-7
"11907","201301150CHA","CHA","Ben Gordon","gordobe01","13:37",3,9,0.333,0,0,NA,1,1,1,0,1,1,2,0,1,1,1,7,-6
"11908","201301150CHA","CHA","DeSagana Diop","diopde01","12:06",0,1,0,0,0,NA,0,0,NA,0,2,2,1,1,0,0,1,0,1
"11909","201301150CHA","CHA","Reggie Williams","willire02","6:14",2,4,0.5,0,2,0,0,0,NA,0,1,1,0,1,0,1,0,4,3
"11910","201301150CHA","CHA","Tyrus Thomas","thomaty01","3:32",0,2,0,0,0,NA,0,0,NA,0,1,1,0,0,0,0,2,0,-3
"11911","201301150DEN","POR","Nicolas Batum","batumni01","45:19:00",8,17,0.471,2,9,0.222,4,6,0.667,2,5,7,7,2,0,3,2,22,4
"11912","201301150DEN","POR","LaMarcus Aldridge","aldrila01","45:13:00",11,22,0.5,0,0,NA,8,8,1,1,7,8,6,0,1,2,3,30,-7
"11913","201301150DEN","POR","Wesley Matthews","matthwe02","43:13:00",6,13,0.462,2,7,0.286,0,0,NA,0,5,5,2,2,0,3,4,14,-10
"11914","201301150DEN","POR","Damian Lillard","lillada01","42:12:00",5,14,0.357,3,5,0.6,1,2,0.5,0,8,8,5,1,2,2,4,14,-5
"11915","201301150DEN","POR","J.J. Hickson","hicksjj01","34:29:00",7,8,0.875,0,0,NA,5,5,1,5,8,13,2,0,2,3,1,19,2
"11916","201301150DEN","POR","Will Barton","bartowi01","17:28",3,7,0.429,0,2,0,1,2,0.5,1,2,3,1,0,0,1,2,7,-2
"11917","201301150DEN","POR","Luke Babbitt","babbilu01","14:22",1,3,0.333,1,3,0.333,0,0,NA,0,1,1,0,0,0,0,1,3,2
"11918","201301150DEN","POR","Ronnie Price","pricero01","10:48",1,3,0.333,0,1,0,0,0,NA,0,1,1,2,0,0,3,2,2,1
"11919","201301150DEN","POR","Jared Jeffries","jeffrja01","9:00",0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,2,0,1,0,-3
"11920","201301150DEN","POR","Joel Freeland","freeljo01","2:56",0,1,0,0,0,NA,0,0,NA,0,0,0,0,0,0,1,0,0,-2
"11921","201301150DEN","DEN","Danilo Gallinari","gallida01","42:25:00",8,14,0.571,3,6,0.5,6,8,0.75,1,3,4,2,0,0,2,3,25,-1
"11922","201301150DEN","DEN","Andre Iguodala","iguodan01","41:23:00",4,16,0.25,1,5,0.2,0,3,0,1,2,3,4,1,0,2,3,9,9
"11923","201301150DEN","DEN","Ty Lawson","lawsoty01","40:28:00",10,19,0.526,2,5,0.4,2,4,0.5,0,3,3,12,0,0,2,3,24,7
"11924","201301150DEN","DEN","Kenneth Faried","farieke01","31:27:00",9,12,0.75,0,0,NA,3,3,1,2,9,11,2,2,1,0,4,21,7
"11925","201301150DEN","DEN","Kosta Koufos","koufoko01","22:24",4,6,0.667,0,0,NA,0,0,NA,3,2,5,0,3,0,0,3,8,15
"11926","201301150DEN","DEN","Andre Miller","millean02","29:38:00",2,6,0.333,0,2,0,0,0,NA,2,0,2,5,2,0,2,0,4,-4
"11927","201301150DEN","DEN","JaVale McGee","mcgeeja01","19:54",2,7,0.286,0,0,NA,0,0,NA,0,2,2,1,1,0,0,6,4,-9
"11928","201301150DEN","DEN","Corey Brewer","breweco01","18:50",3,6,0.5,1,3,0.333,0,0,NA,1,2,3,3,1,1,0,1,7,-4
"11929","201301150DEN","DEN","Wilson Chandler","chandwi01","18:31",5,13,0.385,2,4,0.5,1,1,1,1,5,6,2,2,0,2,0,13,0
"11930","201301150HOU","LAC","Eric Bledsoe","bledser01","36:31:00",7,12,0.583,1,1,1,4,4,1,2,5,7,5,2,0,3,3,19,3
"11931","201301150HOU","LAC","Blake Griffin","griffbl01","33:19:00",7,13,0.538,0,0,NA,5,5,1,2,2,4,8,1,1,6,3,19,11
"11932","201301150HOU","LAC","DeAndre Jordan","jordade01","22:03",4,6,0.667,0,0,NA,1,2,0.5,1,3,4,0,0,1,0,0,9,10
"11933","201301150HOU","LAC","Caron Butler","butleca01","20:21",0,1,0,0,1,0,1,1,1,0,3,3,1,0,0,0,0,1,26
"11934","201301150HOU","LAC","Willie Green","greenwi01","17:23",5,6,0.833,2,3,0.667,3,3,1,0,1,1,0,1,0,0,2,15,16
"11935","201301150HOU","LAC","Matt Barnes","barnema02","31:27:00",6,14,0.429,3,6,0.5,3,4,0.75,1,2,3,1,1,0,1,3,18,-11
"11936","201301150HOU","LAC","Jamal Crawford","crawfja01","29:24:00",11,20,0.55,5,7,0.714,3,3,1,0,0,0,1,0,0,2,0,30,-10
"11937","201301150HOU","LAC","Lamar Odom","odomla01","19:45",1,4,0.25,0,1,0,0,0,NA,4,7,11,2,1,0,2,5,2,-3
"11938","201301150HOU","LAC","Grant Hill","hillgr01","16:23",1,2,0.5,0,0,NA,2,4,0.5,0,0,0,2,1,0,2,5,4,-1
"11939","201301150HOU","LAC","Ronny Turiaf","turiaro01","13:24",0,0,NA,0,0,NA,0,0,NA,0,2,2,1,0,0,0,0,0,-1
"11940","201301150HOU","HOU","Jeremy Lin","linje01","35:19:00",5,11,0.455,1,4,0.25,1,2,0.5,0,1,1,10,2,0,1,4,12,-12
"11941","201301150HOU","HOU","James Harden","hardeja01","35:11:00",8,20,0.4,2,9,0.222,5,6,0.833,0,4,4,3,1,0,5,4,23,-8
"11942","201301150HOU","HOU","Chandler Parsons","parsoch01","32:33:00",7,10,0.7,2,4,0.5,1,2,0.5,1,1,2,4,1,0,1,1,17,-16
"11943","201301150HOU","HOU","Omer Asik","asikom01","24:32:00",3,6,0.5,0,0,NA,1,3,0.333,6,3,9,1,1,0,4,1,7,-18
"11944","201301150HOU","HOU","Patrick Patterson","pattepa01","16:01",2,5,0.4,1,3,0.333,0,0,NA,1,1,2,1,1,0,1,4,5,-18
"11945","201301150HOU","HOU","Carlos Delfino","delfica01","29:14:00",5,10,0.5,2,7,0.286,4,4,1,0,2,2,3,3,0,2,2,16,-6
"11946","201301150HOU","HOU","Marcus Morris","morrima03","24:32:00",4,9,0.444,3,6,0.5,1,4,0.25,1,7,8,0,0,0,1,3,12,1
"11947","201301150HOU","HOU","Greg Smith","smithgr02","20:55",3,3,1,0,0,NA,0,0,NA,2,2,4,0,0,1,0,2,6,6
"11948","201301150HOU","HOU","Toney Douglas","douglto01","13:56",3,6,0.5,1,2,0.5,0,2,0,0,1,1,2,0,0,0,2,7,9
"11949","201301150HOU","HOU","Donatas Motiejunas","motiedo01","2:33",0,1,0,0,1,0,1,2,0.5,0,0,0,0,0,0,0,0,1,4
"11950","201301150HOU","HOU","Patrick Beverley","beverpa01","1:45",1,1,1,1,1,1,0,0,NA,0,0,0,1,1,0,0,0,3,6
"11951","201301150HOU","HOU","James Anderson","anderja01","1:45",0,0,NA,0,0,NA,0,0,NA,1,0,1,0,0,0,0,0,0,6
"11952","201301150HOU","HOU","Cole Aldrich","aldrico01","1:45",0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,6
"11953","201301150LAL","MIL","Monta Ellis","ellismo01","31:12:00",6,16,0.375,2,8,0.25,3,9,0.333,2,4,6,4,1,0,3,3,17,-8
"11954","201301150LAL","MIL","Brandon Jennings","jennibr01","29:23:00",4,14,0.286,1,7,0.143,3,3,1,0,1,1,1,1,0,2,1,12,-22
"11955","201301150LAL","MIL","Luc Mbah a Moute","mbahalu01","25:24:00",3,10,0.3,0,2,0,2,2,1,2,3,5,0,0,0,0,0,8,-21
"11956","201301150LAL","MIL","Larry Sanders","sandela01","24:21:00",3,7,0.429,0,0,NA,0,0,NA,4,7,11,2,1,3,0,4,6,-1
"11957","201301150LAL","MIL","Ersan Ilyasova","ilyaser01","22:25",3,9,0.333,0,2,0,0,0,NA,3,4,7,0,1,1,1,1,6,-17
"11958","201301150LAL","MIL","Beno Udrih","udrihbe01","26:22:00",6,12,0.5,1,2,0.5,1,2,0.5,2,0,2,7,0,0,1,1,14,-6
"11959","201301150LAL","MIL","Mike Dunleavy","dunlemi02","23:10",3,8,0.375,2,4,0.5,2,2,1,1,2,3,0,0,0,2,2,10,1
"11960","201301150LAL","MIL","John Henson","hensojo01","17:00",2,8,0.25,0,0,NA,1,2,0.5,2,3,5,0,0,0,0,1,5,-6
"11961","201301150LAL","MIL","Marquis Daniels","daniema01","13:53",1,5,0.2,1,3,0.333,0,0,NA,1,3,4,1,0,0,0,1,3,-1
"11962","201301150LAL","MIL","Samuel Dalembert","dalemsa01","12:08",3,4,0.75,0,0,NA,1,2,0.5,2,4,6,0,0,0,1,0,7,-7
"11963","201301150LAL","MIL","Ekpe Udoh","udohek01","10:37",0,2,0,0,0,NA,0,0,NA,2,2,4,0,0,0,1,0,0,6
"11964","201301150LAL","MIL","Tobias Harris","harrito02","4:05",0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,2
"11965","201301150LAL","LAL","Dwight Howard","howardw01","40:05:00",14,18,0.778,0,0,NA,3,8,0.375,3,13,16,0,0,4,2,3,31,24
"11966","201301150LAL","LAL","Kobe Bryant","bryanko01","36:40:00",12,19,0.632,3,5,0.6,4,4,1,1,1,2,6,1,0,1,2,31,23
"11967","201301150LAL","LAL","Metta World Peace","artesro01","33:18:00",5,10,0.5,2,6,0.333,0,0,NA,0,6,6,3,0,2,1,1,12,27
"11968","201301150LAL","LAL","Steve Nash","nashst01","32:51:00",3,10,0.3,0,4,0,2,2,1,0,2,2,11,2,0,3,3,8,17
"11969","201301150LAL","LAL","Earl Clark","clarkea01","24:27:00",3,7,0.429,0,0,NA,0,0,NA,2,7,9,4,0,1,0,4,6,5
"11970","201301150LAL","LAL","Antawn Jamison","jamisan01","28:59:00",3,8,0.375,3,6,0.5,1,2,0.5,1,7,8,3,1,0,0,2,10,-1
"11971","201301150LAL","LAL","Darius Morris","morrida01","19:04",1,6,0.167,1,3,0.333,0,0,NA,0,0,0,2,0,0,0,3,3,-6
"11972","201301150LAL","LAL","Chris Duhon","duhonch01","15:09",1,5,0.2,1,5,0.2,0,0,NA,0,1,1,1,1,0,0,0,3,-1
"11973","201301150LAL","LAL","Robert Sacre","sacrero01","7:55",0,1,0,0,0,NA,0,2,0,1,1,2,0,0,0,0,2,0,-8
"11974","201301150LAL","LAL","Jodie Meeks","meeksjo01","1:32",0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,1,0,0,0
"11975","201301150PHI","NOH","Greivis Vasquez","vasqugr01","35:55:00",10,18,0.556,3,4,0.75,0,1,0,0,2,2,9,0,0,6,4,23,13
"11976","201301150PHI","NOH","Eric Gordon","gordoer01","32:06:00",7,13,0.538,2,3,0.667,3,4,0.75,1,1,2,4,1,0,3,2,19,6
"11977","201301150PHI","NOH","Robin Lopez","lopezro01","22:44",4,9,0.444,0,0,NA,0,0,NA,3,2,5,0,0,3,0,1,8,10
"11978","201301150PHI","NOH","Al-Farouq Aminu","aminual01","22:38",2,4,0.5,0,0,NA,1,2,0.5,2,6,8,1,0,0,0,1,5,11
"11979","201301150PHI","NOH","Anthony Davis","davisan02","20:57",4,6,0.667,0,0,NA,2,3,0.667,2,5,7,2,2,2,1,0,10,4
"11980","201301150PHI","NOH","Ryan Anderson","anderry01","28:56:00",5,11,0.455,2,6,0.333,2,2,1,2,7,9,0,1,0,1,0,14,6
"11981","201301150PHI","NOH","Roger Mason","masonro01","26:40:00",3,4,0.75,1,1,1,0,0,NA,0,3,3,3,0,1,1,3,7,-1
"11982","201301150PHI","NOH","Jason Smith","smithja02","23:20",3,7,0.429,0,0,NA,0,0,NA,3,4,7,1,0,0,0,1,6,4
"11983","201301150PHI","NOH","Xavier Henry","henryxa01","14:46",4,7,0.571,1,2,0.5,2,2,1,2,2,4,1,2,0,0,4,11,8
"11984","201301150PHI","NOH","Brian Roberts","roberbr01","6:40",2,3,0.667,1,2,0.5,2,2,1,0,0,0,0,0,0,1,0,7,-3
"11985","201301150PHI","NOH","Austin Rivers","riverau01","5:18",0,1,0,0,0,NA,1,2,0.5,0,1,1,1,0,0,1,2,1,2
"11986","201301150PHI","PHI","Thaddeus Young","youngth01","39:29:00",6,18,0.333,0,0,NA,0,1,0,4,2,6,3,1,2,1,2,12,-4
"11987","201301150PHI","PHI","Jrue Holiday","holidjr01","36:13:00",10,17,0.588,4,5,0.8,5,5,1,1,4,5,11,4,0,4,3,29,-22
"11988","201301150PHI","PHI","Evan Turner","turneev01","34:32:00",5,12,0.417,1,2,0.5,3,4,0.75,2,5,7,3,0,0,2,3,14,-9
"11989","201301150PHI","PHI","Jason Richardson","richaja01","19:38",2,5,0.4,1,3,0.333,0,0,NA,1,2,3,2,0,0,0,2,5,-12
"11990","201301150PHI","PHI","Lavoy Allen","allenla01","14:40",4,5,0.8,0,0,NA,0,0,NA,0,0,0,0,0,0,2,4,8,-9
"11991","201301150PHI","PHI","Dorell Wright","wrighdo01","26:05:00",2,6,0.333,1,4,0.25,2,2,1,2,4,6,6,0,0,0,0,7,5
"11992","201301150PHI","PHI","Spencer Hawes","hawessp01","21:08",2,6,0.333,1,2,0.5,0,0,NA,0,2,2,2,0,0,2,1,5,-9
"11993","201301150PHI","PHI","Damien Wilkins","wilkida02","19:21",1,3,0.333,0,0,NA,0,0,NA,0,0,0,0,0,0,0,3,2,-7
"11994","201301150PHI","PHI","Nick Young","youngni01","12:00",6,9,0.667,2,4,0.5,0,1,0,0,1,1,1,0,0,1,1,14,6
"11995","201301150PHI","PHI","Royal Ivey","iveyro01","9:34",1,1,1,1,1,1,0,0,NA,0,0,0,0,0,0,1,1,3,-8
"11996","201301150PHI","PHI","Kwame Brown","brownkw01","7:20",0,0,NA,0,0,NA,0,0,NA,0,2,2,0,0,0,0,1,0,9
"11997","201301160ATL","BRK","Joe Johnson","johnsjo02","41:19:00",4,15,0.267,0,4,0,7,7,1,0,2,2,2,1,0,0,2,15,-2
"11998","201301160ATL","BRK","Deron Williams","willide01","35:03:00",5,18,0.278,2,9,0.222,0,0,NA,2,3,5,9,0,0,1,5,12,-18
"11999","201301160ATL","BRK","Brook Lopez","lopezbr01","29:15:00",10,14,0.714,0,0,NA,2,2,1,6,3,9,0,0,1,1,1,22,-16
"12000","201301160ATL","BRK","Reggie Evans","evansre01","21:39",2,3,0.667,0,0,NA,4,4,1,2,3,5,0,1,0,3,3,8,-11
"12001","201301160ATL","BRK","Keith Bogans","boganke01","17:05",0,6,0,0,6,0,0,0,NA,0,0,0,0,0,0,1,1,0,-23
"12002","201301160ATL","BRK","C.J. Watson","watsocj01","21:22",1,5,0.2,1,3,0.333,0,0,NA,0,1,1,2,3,0,2,1,3,1
"12003","201301160ATL","BRK","Andray Blatche","blatcan01","20:34",6,7,0.857,0,0,NA,0,0,NA,1,3,4,2,2,1,1,2,12,-2
"12004","201301160ATL","BRK","Kris Humphries","humphkr01","17:59",4,8,0.5,0,0,NA,2,2,1,5,2,7,0,1,0,1,3,10,5
"12005","201301160ATL","BRK","Gerald Wallace","wallage01","15:12",1,2,0.5,0,0,NA,2,2,1,0,2,2,0,1,0,2,0,4,1
"12006","201301160ATL","BRK","MarShon Brooks","brookma01","9:45",2,3,0.667,0,0,NA,0,0,NA,1,0,1,0,0,0,1,1,4,-6
"12007","201301160ATL","BRK","Mirza Teletovic","teletmi01","6:33",1,4,0.25,1,3,0.333,0,0,NA,0,0,0,0,0,0,0,0,3,-4
"12008","201301160ATL","BRK","Jerry Stackhouse","stackje01","3:43",0,1,0,0,1,0,0,0,NA,1,0,1,2,0,0,0,0,0,3
"12009","201301160ATL","BRK","Tyshawn Taylor","tayloty01","0:31",1,1,1,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,2,2
"12010","201301160ATL","ATL","Zaza Pachulia","pachuza01","39:02:00",5,8,0.625,0,0,NA,3,6,0.5,6,5,11,8,1,0,2,3,13,12
"12011","201301160ATL","ATL","Jeff Teague","teaguje01","36:56:00",12,18,0.667,3,5,0.6,1,2,0.5,0,4,4,11,0,0,2,2,28,15
"12012","201301160ATL","ATL","Al Horford","horfoal01","36:25:00",7,12,0.583,0,0,NA,3,4,0.75,6,7,13,2,2,1,3,3,17,12
"12013","201301160ATL","ATL","Devin Harris","harride01","35:12:00",6,11,0.545,2,6,0.333,4,5,0.8,0,4,4,5,4,0,3,1,18,24
"12014","201301160ATL","ATL","Kyle Korver","korveky01","26:38:00",5,10,0.5,1,4,0.25,0,0,NA,0,4,4,2,1,1,1,3,11,10
"12015","201301160ATL","ATL","Louis Williams","willilo02","24:04:00",5,8,0.625,1,3,0.333,0,0,NA,1,0,1,4,0,0,3,1,11,-7
"12016","201301160ATL","ATL","DeShawn Stevenson","stevede01","21:18",1,3,0.333,1,3,0.333,0,0,NA,1,0,1,0,0,0,0,3,3,0
"12017","201301160ATL","ATL","Ivan Johnson","johnsiv01","20:25",4,8,0.5,0,0,NA,0,0,NA,2,1,3,1,0,0,2,2,8,4
"12018","201301160BOS","NOH","Greivis Vasquez","vasqugr01","40:57:00",5,16,0.313,1,7,0.143,4,5,0.8,0,11,11,4,0,0,6,2,15,10
"12019","201301160BOS","NOH","Al-Farouq Aminu","aminual01","27:28:00",3,9,0.333,0,0,NA,12,13,0.923,1,8,9,1,2,0,2,4,18,18
"12020","201301160BOS","NOH","Anthony Davis","davisan02","26:46:00",4,5,0.8,0,0,NA,2,2,1,2,8,10,1,1,2,1,0,10,-7
"12021","201301160BOS","NOH","Robin Lopez","lopezro01","26:25:00",7,11,0.636,0,0,NA,3,4,0.75,4,2,6,0,0,0,2,3,17,9
"12022","201301160BOS","NOH","Roger Mason","masonro01","25:45:00",1,4,0.25,0,3,0,0,0,NA,0,0,0,1,0,1,1,2,2,11
"12023","201301160BOS","NOH","Ryan Anderson","anderry01","25:22:00",3,11,0.273,1,5,0.2,3,3,1,2,4,6,2,1,0,2,3,10,8
"12024","201301160BOS","NOH","Austin Rivers","riverau01","22:43",3,6,0.5,0,0,NA,2,4,0.5,0,0,0,1,0,0,0,2,8,1
"12025","201301160BOS","NOH","Xavier Henry","henryxa01","17:39",0,2,0,0,1,0,0,0,NA,0,3,3,0,0,0,0,1,0,0
"12026","201301160BOS","NOH","Jason Smith","smithja02","17:16",4,4,1,0,0,NA,0,0,NA,2,1,3,2,1,0,2,3,8,14
"12027","201301160BOS","NOH","Brian Roberts","roberbr01","4:59",1,3,0.333,0,1,0,0,0,NA,0,0,0,0,0,0,0,0,2,4
"12028","201301160BOS","NOH","Lance Thomas","thomala01","3:28",0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,1,1,0,-5
"12029","201301160BOS","NOH","Donald Sloan","sloando01","1:12",0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,-3
"12030","201301160BOS","BOS","Rajon Rondo","rondora01","32:54:00",3,8,0.375,0,0,NA,1,3,0.333,2,1,3,11,3,0,5,0,7,-5
"12031","201301160BOS","BOS","Brandon Bass","bassbr01","32:33:00",4,6,0.667,0,0,NA,1,2,0.5,3,4,7,1,1,0,1,1,9,1
"12032","201301160BOS","BOS","Paul Pierce","piercpa01","30:49:00",5,16,0.313,1,7,0.143,1,3,0.333,0,10,10,4,1,0,2,6,12,-10
"12033","201301160BOS","BOS","Kevin Garnett","garneke01","29:31:00",7,12,0.583,0,0,NA,1,2,0.5,0,4,4,0,1,0,3,3,15,-26
"12034","201301160BOS","BOS","Avery Bradley","bradlav01","21:35",2,4,0.5,0,2,0,0,2,0,0,0,0,1,3,0,0,2,4,-8
"12035","201301160BOS","BOS","Jeff Green","greenje02","24:39:00",2,4,0.5,0,1,0,0,2,0,1,4,5,0,0,2,1,3,4,-3
"12036","201301160BOS","BOS","Jason Terry","terryja01","24:18:00",5,10,0.5,2,4,0.5,0,0,NA,0,0,0,1,1,0,1,0,12,-8
"12037","201301160BOS","BOS","Jared Sullinger","sullija01","20:34",2,5,0.4,0,0,NA,0,0,NA,0,2,2,1,1,1,1,4,4,-2
"12038","201301160BOS","BOS","Courtney Lee","leeco01","15:58",1,5,0.2,0,3,0,2,2,1,0,2,2,3,0,0,1,0,4,-5
"12039","201301160BOS","BOS","Jason Collins","collija04","4:28",0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,1,0,1,0,5
"12040","201301160BOS","BOS","Leandro Barbosa","barbole01","2:41",3,4,0.75,1,1,1,0,0,NA,0,0,0,0,0,0,0,1,7,1
"12041","201301160DAL","HOU","Chandler Parsons","parsoch01","39:49:00",6,14,0.429,4,6,0.667,2,2,1,0,6,6,2,0,0,0,5,18,-4
"12042","201301160DAL","HOU","James Harden","hardeja01","37:23:00",5,23,0.217,1,8,0.125,9,12,0.75,0,8,8,7,3,0,4,5,20,-6
"12043","201301160DAL","HOU","Omer Asik","asikom01","36:23:00",4,8,0.5,0,0,NA,4,4,1,6,9,15,0,1,2,1,3,12,4
"12044","201301160DAL","HOU","Jeremy Lin","linje01","30:42:00",6,13,0.462,1,3,0.333,6,10,0.6,1,2,3,4,1,0,4,1,19,-4
"12045","201301160DAL","HOU","Patrick Patterson","pattepa01","23:05",4,7,0.571,1,1,1,0,0,NA,1,4,5,0,0,0,0,1,9,15
"12046","201301160DAL","HOU","Carlos Delfino","delfica01","24:49:00",2,7,0.286,1,4,0.25,0,0,NA,0,1,1,1,1,0,5,2,5,-8
"12047","201301160DAL","HOU","Marcus Morris","morrima03","15:40",2,6,0.333,1,3,0.333,2,2,1,0,3,3,1,0,0,0,4,7,-14
"12048","201301160DAL","HOU","Patrick Beverley","beverpa01","13:06",3,3,1,1,1,1,0,0,NA,0,1,1,2,0,1,1,3,7,3
"12049","201301160DAL","HOU","Greg Smith","smithgr02","11:37",0,2,0,0,0,NA,0,0,NA,1,9,10,0,0,3,0,5,0,-9
"12050","201301160DAL","HOU","Toney Douglas","douglto01","7:26",1,1,1,1,1,1,0,0,NA,0,0,0,0,0,0,1,0,3,-2
"12051","201301160DAL","DAL","Shawn Marion","mariosh01","33:29:00",8,13,0.615,0,0,NA,2,6,0.333,5,4,9,3,0,0,1,1,18,-2
"12052","201301160DAL","DAL","Dirk Nowitzki","nowitdi01","33:26:00",7,14,0.5,1,4,0.25,4,4,1,0,8,8,1,0,1,1,3,19,5
"12053","201301160DAL","DAL","O.J. Mayo","mayooj01","32:45:00",3,14,0.214,0,3,0,12,13,0.923,2,4,6,8,2,1,2,4,18,-5
"12054","201301160DAL","DAL","Darren Collison","collida01","31:14:00",3,9,0.333,2,4,0.5,2,2,1,0,2,2,3,2,0,2,2,10,-12
"12055","201301160DAL","DAL","Chris Kaman","kamanch01","21:26",3,6,0.5,0,0,NA,0,0,NA,1,5,6,1,0,1,2,0,6,5
"12056","201301160DAL","DAL","Elton Brand","brandel01","26:34:00",4,9,0.444,0,0,NA,3,3,1,2,8,10,0,0,2,0,2,11,0
"12057","201301160DAL","DAL","Vince Carter","cartevi01","19:00",1,7,0.143,0,5,0,2,2,1,0,1,1,1,1,0,2,2,4,7
"12058","201301160DAL","DAL","Mike James","jamesmi01","16:46",1,8,0.125,0,2,0,2,4,0.5,0,1,1,5,0,0,0,3,4,17
"12059","201301160DAL","DAL","Jae Crowder","crowdja01","12:42",3,4,0.75,2,3,0.667,2,3,0.667,0,2,2,0,1,0,0,1,10,4
"12060","201301160DAL","DAL","Dahntay Jones","jonesda02","12:37",0,2,0,0,1,0,5,6,0.833,1,1,2,0,1,0,0,1,5,6
"12061","201301160GSW","MIA","LeBron James","jamesle01","30:32:00",11,20,0.55,1,5,0.2,2,3,0.667,1,6,7,10,1,0,1,2,25,33
"12062","201301160GSW","MIA","Dwyane Wade","wadedw01","29:36:00",6,12,0.5,0,1,0,3,5,0.6,2,6,8,6,5,1,0,1,15,32
"12063","201301160GSW","MIA","Mario Chalmers","chalmma01","26:30:00",5,11,0.455,4,7,0.571,1,2,0.5,0,1,1,1,3,0,1,3,15,24
"12064","201301160GSW","MIA","Chris Bosh","boshch01","26:19:00",5,14,0.357,1,1,1,0,0,NA,2,4,6,1,1,1,3,3,11,23
"12065","201301160GSW","MIA","Udonis Haslem","hasleud01","23:38",3,4,0.75,0,0,NA,0,0,NA,4,6,10,0,0,0,0,2,6,26
"12066","201301160GSW","MIA","Ray Allen","allenra02","26:28:00",3,11,0.273,2,7,0.286,2,2,1,0,5,5,3,0,0,3,1,10,17
"12067","201301160GSW","MIA","Norris Cole","coleno01","18:12",2,6,0.333,0,0,NA,3,4,0.75,0,1,1,0,0,0,1,4,7,-19
"12068","201301160GSW","MIA","Joel Anthony","anthojo01","12:56",0,1,0,0,0,NA,0,0,NA,3,2,5,2,1,2,0,0,0,-4
"12069","201301160GSW","MIA","Rashard Lewis","lewisra02","12:00",1,3,0.333,0,2,0,1,2,0.5,0,2,2,1,0,0,1,1,3,-13
"12070","201301160GSW","MIA","Mike Miller","millemi01","12:00",0,3,0,0,3,0,0,0,NA,1,2,3,0,0,0,0,2,0,-13
"12071","201301160GSW","MIA","Shane Battier","battish01","10:09",0,3,0,0,3,0,0,0,NA,0,2,2,0,0,0,0,0,0,-1
"12072","201301160GSW","MIA","James Jones","jonesja02","5:50",0,1,0,0,0,NA,0,0,NA,0,1,1,0,0,0,0,0,0,-10
"12073","201301160GSW","MIA","Jarvis Varnado","varnaja01","5:50",0,1,0,0,0,NA,0,0,NA,0,0,0,0,0,1,1,3,0,-10
