"Game.ID","Team","Player","Player.ID","Minutes.Played","Field.Goals","Field.Goal.Attempts","Field.Goal.Percentage","X3.Point.Field.Goals","X3.Point.Field.Goal.Attempts","X3.Point.Field.Goal.Percentage","Free.Throws","Free.Throw.Attempts","Free.Throw.Percentage","Offensive.Rebounds","Defensive.Rebounds","Total.Rebounds","Assists","Steals","Blocks","Turnovers","Personal.Fouls","Points","Plus.Minus"
"7680","201212180WAS","ATL","DeShawn Stevenson","stevede01","12:51",3,3,1,1,1,1,1,3,0.333,2,3,5,0,0,0,0,0,8,4
"7681","201212180WAS","ATL","Anthony Tolliver","tollian01","8:34",2,3,0.667,0,1,0,0,0,NA,0,1,1,0,0,0,0,0,4,-7
"7682","201212180WAS","WAS","Jordan Crawford","crawfjo02","44:23:00",10,22,0.455,5,10,0.5,2,2,1,2,9,11,11,0,0,1,1,27,-1
"7683","201212180WAS","WAS","Bradley Beal","bealbr01","40:12:00",8,22,0.364,0,3,0,1,2,0.5,3,2,5,4,2,0,1,4,17,-1
"7684","201212180WAS","WAS","Martell Webster","webstma02","37:26:00",3,9,0.333,1,4,0.25,4,4,1,0,2,2,2,0,1,1,4,11,-6
"7685","201212180WAS","WAS","Emeka Okafor","okafoem01","24:56:00",3,9,0.333,0,0,NA,0,0,NA,2,0,2,1,0,0,1,0,6,-1
"7686","201212180WAS","WAS","Chris Singleton","singlch01","11:12",1,4,0.25,0,0,NA,0,0,NA,0,2,2,1,2,0,0,2,2,-14
"7687","201212180WAS","WAS","Earl Barron","barroea01","26:04:00",2,10,0.2,0,0,NA,0,0,NA,6,8,14,0,1,4,4,5,4,0
"7688","201212180WAS","WAS","Nene Hilario","hilarne01","24:00:00",5,7,0.714,0,0,NA,8,10,0.8,0,4,4,6,3,1,2,2,18,9
"7689","201212180WAS","WAS","Cartier Martin","martica01","22:00",2,5,0.4,0,1,0,0,2,0,0,2,2,0,1,1,0,1,4,-1
"7690","201212180WAS","WAS","Kevin Seraphin","serapke01","19:48",2,6,0.333,0,0,NA,0,0,NA,2,3,5,0,0,0,1,5,4,-4
"7691","201212180WAS","WAS","Shaun Livingston","livinsh01","14:59",0,1,0,0,0,NA,2,2,1,0,2,2,3,1,0,2,0,2,-6
"7692","201212190ATL","OKC","Kevin Durant","duranke01","40:52:00",14,23,0.609,4,8,0.5,9,10,0.9,1,12,13,3,0,2,6,1,41,2
"7693","201212190ATL","OKC","Russell Westbrook","westbru01","38:56:00",9,21,0.429,1,4,0.25,8,8,1,1,2,3,11,2,1,3,2,27,4
"7694","201212190ATL","OKC","Serge Ibaka","ibakase01","33:56:00",2,9,0.222,0,0,NA,0,0,NA,4,10,14,0,0,3,2,2,4,0
"7695","201212190ATL","OKC","Thabo Sefolosha","sefolth01","29:52:00",3,8,0.375,3,5,0.6,0,0,NA,2,5,7,1,1,2,0,1,9,0
"7696","201212190ATL","OKC","Kendrick Perkins","perkike01","28:01:00",1,5,0.2,0,0,NA,0,0,NA,1,6,7,0,0,2,1,2,2,3
"7697","201212190ATL","OKC","Kevin Martin","martike02","25:32:00",3,9,0.333,0,4,0,0,0,NA,1,1,2,0,1,0,0,1,6,7
"7698","201212190ATL","OKC","Nick Collison","collini01","19:59",0,1,0,0,1,0,0,0,NA,1,0,1,4,2,2,1,5,0,5
"7699","201212190ATL","OKC","Eric Maynor","maynoer01","9:04",0,2,0,0,1,0,0,0,NA,0,0,0,1,1,0,1,0,0,4
"7700","201212190ATL","OKC","Hasheem Thabeet","thabeha01","8:39",2,3,0.667,0,0,NA,2,2,1,2,2,4,0,0,0,1,2,6,6
"7701","201212190ATL","OKC","Jeremy Lamb","lambje01","5:09",2,3,0.667,1,2,0.5,0,0,NA,0,1,1,0,1,0,0,0,5,9
"7702","201212190ATL","ATL","Josh Smith","smithjo03","42:04:00",8,19,0.421,1,4,0.25,0,3,0,5,7,12,3,0,2,3,3,17,-1
"7703","201212190ATL","ATL","Al Horford","horfoal01","34:20:00",5,14,0.357,0,0,NA,3,3,1,1,5,6,3,3,0,1,3,13,-6
"7704","201212190ATL","ATL","Jeff Teague","teaguje01","33:17:00",9,13,0.692,1,2,0.5,0,0,NA,0,1,1,9,0,1,1,4,19,1
"7705","201212190ATL","ATL","Kyle Korver","korveky01","31:59:00",3,10,0.3,3,7,0.429,0,0,NA,0,5,5,3,4,3,2,3,9,4
"7706","201212190ATL","ATL","DeShawn Stevenson","stevede01","21:25",0,3,0,0,2,0,0,0,NA,0,5,5,1,2,0,1,2,0,2
"7707","201212190ATL","ATL","Louis Williams","willilo02","27:22:00",5,15,0.333,3,5,0.6,0,0,NA,0,0,0,1,2,0,0,1,13,-8
"7708","201212190ATL","ATL","Zaza Pachulia","pachuza01","18:29",3,8,0.375,0,0,NA,0,0,NA,5,5,10,0,0,0,0,0,6,-6
"7709","201212190ATL","ATL","Anthony Morrow","morroan01","10:54",2,6,0.333,1,3,0.333,3,3,1,2,0,2,0,0,0,0,2,8,-16
"7710","201212190ATL","ATL","Anthony Tolliver","tollian01","10:17",1,3,0.333,0,1,0,4,6,0.667,1,2,3,0,0,0,1,0,6,6
"7711","201212190ATL","ATL","John Jenkins","jenkijo01","5:56",0,0,NA,0,0,NA,0,0,NA,0,0,0,1,0,0,1,0,0,-7
"7712","201212190ATL","ATL","Ivan Johnson","johnsiv01","3:58",0,3,0,0,0,NA,1,2,0.5,0,0,0,0,0,0,1,1,1,-9
"7713","201212190BOS","CLE","Tristan Thompson","thomptr01","38:29:00",2,10,0.2,0,0,NA,7,9,0.778,6,6,12,2,2,2,1,2,11,-16
"7714","201212190BOS","CLE","Kyrie Irving","irvinky01","37:27:00",9,17,0.529,2,5,0.4,2,4,0.5,1,3,4,2,2,0,3,4,22,-12
"7715","201212190BOS","CLE","Tyler Zeller","zellety01","36:15:00",9,15,0.6,0,0,NA,2,3,0.667,2,1,3,2,1,0,0,3,20,-17
"7716","201212190BOS","CLE","Dion Waiters","waitedi01","35:12:00",6,15,0.4,0,4,0,1,2,0.5,2,2,4,4,1,0,3,2,13,-15
"7717","201212190BOS","CLE","Alonzo Gee","geeal01","34:00:00",5,12,0.417,1,3,0.333,0,0,NA,0,3,3,2,1,0,2,2,11,-21
"7718","201212190BOS","CLE","C.J. Miles","milescj01","16:52",1,5,0.2,1,4,0.25,0,0,NA,1,3,4,2,0,0,0,3,3,7
"7719","201212190BOS","CLE","Luke Walton","waltolu01","14:00",1,2,0.5,1,2,0.5,0,0,NA,0,3,3,0,0,0,0,1,3,9
"7720","201212190BOS","CLE","Kevin Jones","joneske01","11:09",1,5,0.2,0,0,NA,0,0,NA,1,0,1,0,0,0,0,1,2,0
"7721","201212190BOS","CLE","Samardo Samuels","samuesa01","10:07",1,5,0.2,0,0,NA,1,2,0.5,0,0,0,1,0,0,0,3,3,9
"7722","201212190BOS","CLE","Donald Sloan","sloando01","6:29",1,2,0.5,0,0,NA,1,1,1,0,1,1,1,0,0,0,1,3,-4
"7723","201212190BOS","BOS","Rajon Rondo","rondora01","37:28:00",7,11,0.636,0,1,0,6,10,0.6,0,4,4,8,2,1,4,5,20,22
"7724","201212190BOS","BOS","Jason Terry","terryja01","34:54:00",6,9,0.667,3,5,0.6,0,0,NA,0,3,3,4,1,0,2,1,15,18
"7725","201212190BOS","BOS","Paul Pierce","piercpa01","33:36:00",13,16,0.813,6,7,0.857,8,8,1,0,8,8,5,3,1,1,2,40,29
"7726","201212190BOS","BOS","Kevin Garnett","garneke01","30:50:00",5,9,0.556,0,1,0,2,3,0.667,0,6,6,3,1,3,2,3,12,1
"7727","201212190BOS","BOS","Jason Collins","collija04","23:16",0,0,NA,0,0,NA,1,2,0.5,0,2,2,0,1,1,0,6,1,23
"7728","201212190BOS","BOS","Brandon Bass","bassbr01","26:48:00",2,7,0.286,0,1,0,0,0,NA,0,3,3,1,0,0,0,2,4,3
"7729","201212190BOS","BOS","Courtney Lee","leeco01","20:20",2,3,0.667,0,0,NA,2,2,1,0,3,3,1,0,0,3,0,6,-9
"7730","201212190BOS","BOS","Jared Sullinger","sullija01","15:06",1,2,0.5,0,0,NA,0,0,NA,2,3,5,1,1,0,1,4,2,-3
"7731","201212190BOS","BOS","Jeff Green","greenje02","14:24",1,4,0.25,0,2,0,1,2,0.5,0,1,1,0,0,1,1,1,3,-17
"7732","201212190BOS","BOS","Leandro Barbosa","barbole01","3:18",0,1,0,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,-7
"7733","201212190HOU","PHI","Thaddeus Young","youngth01","34:54:00",7,12,0.583,0,0,NA,3,4,0.75,0,6,6,5,1,1,3,1,17,-13
"7734","201212190HOU","PHI","Jason Richardson","richaja01","30:38:00",5,10,0.5,1,3,0.333,0,0,NA,1,2,3,1,1,0,2,3,11,-17
"7735","201212190HOU","PHI","Evan Turner","turneev01","20:43",3,7,0.429,0,1,0,0,0,NA,1,1,2,3,0,0,1,1,6,-15
"7736","201212190HOU","PHI","Maalik Wayns","waynsma01","14:19",1,5,0.2,0,1,0,0,0,NA,1,0,1,0,2,0,1,0,2,-11
"7737","201212190HOU","PHI","Kwame Brown","brownkw01","4:08",1,1,1,0,0,NA,0,0,NA,0,1,1,0,0,0,0,1,2,-7
"7738","201212190HOU","PHI","Dorell Wright","wrighdo01","39:49:00",7,15,0.467,3,7,0.429,3,4,0.75,0,6,6,6,0,0,0,2,20,-10
"7739","201212190HOU","PHI","Nick Young","youngni01","34:42:00",8,18,0.444,2,4,0.5,3,5,0.6,1,3,4,4,1,1,0,2,21,-11
"7740","201212190HOU","PHI","Lavoy Allen","allenla01","24:42:00",4,8,0.5,0,0,NA,2,4,0.5,5,2,7,2,0,1,0,5,10,-5
"7741","201212190HOU","PHI","Spencer Hawes","hawessp01","23:31",4,11,0.364,0,1,0,6,7,0.857,5,1,6,0,0,0,4,5,14,-8
"7742","201212190HOU","PHI","Damien Wilkins","wilkida02","8:59",0,2,0,0,0,NA,0,0,NA,0,2,2,0,1,0,0,1,0,-11
"7743","201212190HOU","PHI","Arnett Moultrie","moultar01","3:35",0,0,NA,0,0,NA,0,0,NA,0,1,1,0,0,0,0,0,0,-2
"7744","201212190HOU","HOU","James Harden","hardeja01","37:29:00",7,12,0.583,2,3,0.667,17,18,0.944,0,2,2,7,0,1,2,3,33,32
"7745","201212190HOU","HOU","Chandler Parsons","parsoch01","35:16:00",4,13,0.308,1,7,0.143,0,0,NA,1,4,5,4,3,0,1,2,9,22
"7746","201212190HOU","HOU","Jeremy Lin","linje01","31:42:00",8,12,0.667,1,3,0.333,1,2,0.5,0,2,2,6,1,0,1,3,18,23
"7747","201212190HOU","HOU","Omer Asik","asikom01","31:39:00",5,7,0.714,0,0,NA,7,9,0.778,3,12,15,0,0,0,0,2,17,19
"7748","201212190HOU","HOU","Marcus Morris","morrima03","31:15:00",5,8,0.625,2,3,0.667,2,3,0.667,1,4,5,5,0,1,3,1,14,17
"7749","201212190HOU","HOU","Toney Douglas","douglto01","25:04:00",6,11,0.545,5,8,0.625,0,0,NA,0,3,3,4,0,0,1,3,17,9
"7750","201212190HOU","HOU","Carlos Delfino","delfica01","17:12",0,3,0,0,2,0,0,0,NA,0,2,2,1,0,0,1,1,0,-12
"7751","201212190HOU","HOU","Greg Smith","smithgr02","13:07",5,5,1,0,0,NA,3,4,0.75,2,2,4,0,0,0,0,3,13,1
"7752","201212190HOU","HOU","Donatas Motiejunas","motiedo01","7:59",2,4,0.5,0,1,0,0,0,NA,0,0,0,1,0,0,1,2,4,-5
"7753","201212190HOU","HOU","Terrence Jones","joneste01","3:14",0,0,NA,0,0,NA,0,0,NA,0,0,0,1,0,0,0,0,0,2
"7754","201212190HOU","HOU","Cole Aldrich","aldrico01","3:14",0,0,NA,0,0,NA,0,0,NA,0,2,2,0,0,1,0,0,0,2
"7755","201212190HOU","HOU","Daequan Cook","cookda02","2:49",0,0,NA,0,0,NA,0,0,NA,0,1,1,0,0,0,0,0,0,0
"7756","201212190IND","UTA","Mo Williams","willima01","24:48:00",5,11,0.455,1,3,0.333,0,0,NA,0,0,0,3,0,0,4,1,11,-30
"7757","201212190IND","UTA","Paul Millsap","millspa01","22:53",2,7,0.286,0,0,NA,3,4,0.75,4,5,9,3,0,1,0,3,7,-23
"7758","201212190IND","UTA","Al Jefferson","jeffeal01","22:21",1,8,0.125,0,0,NA,2,2,1,2,4,6,2,0,1,0,4,4,-27
"7759","201212190IND","UTA","Randy Foye","foyera01","21:46",3,10,0.3,1,6,0.167,0,0,NA,0,1,1,2,1,0,0,1,7,-28
"7760","201212190IND","UTA","Marvin Williams","willima02","21:24",3,5,0.6,0,2,0,0,0,NA,1,2,3,1,0,0,2,0,6,-23
"7761","201212190IND","UTA","Derrick Favors","favorde01","27:47:00",7,13,0.538,0,0,NA,2,5,0.4,4,5,9,0,1,3,0,3,16,1
"7762","201212190IND","UTA","Earl Watson","watsoea01","23:12",1,6,0.167,0,1,0,0,1,0,1,2,3,4,0,0,2,2,2,10
"7763","201212190IND","UTA","Enes Kanter","kanteen01","22:59",2,5,0.4,0,0,NA,5,6,0.833,4,5,9,0,0,1,2,4,9,9
"7764","201212190IND","UTA","DeMarre Carroll","carrode01","19:16",1,4,0.25,0,1,0,0,0,NA,0,5,5,1,1,0,0,2,2,3
"7765","201212190IND","UTA","Alec Burks","burksal01","13:53",5,10,0.5,0,1,0,2,2,1,0,1,1,1,0,0,0,1,12,9
"7766","201212190IND","UTA","Gordon Hayward","haywago01","12:43",2,6,0.333,0,1,0,4,5,0.8,0,2,2,1,1,0,5,2,8,-6
"7767","201212190IND","UTA","Jeremy Evans","evansje01","6:58",0,1,0,0,0,NA,0,0,NA,0,0,0,1,0,0,0,0,0,5
"7768","201212190IND","IND","Paul George","georgpa01","33:19:00",9,13,0.692,2,4,0.5,0,0,NA,1,10,11,1,1,4,4,4,20,17
"7769","201212190IND","IND","Roy Hibbert","hibbero01","29:49:00",5,10,0.5,0,0,NA,2,2,1,0,4,4,4,1,2,2,4,12,22
"7770","201212190IND","IND","George Hill","hillge01","29:08:00",8,13,0.615,2,2,1,2,2,1,0,5,5,5,1,0,1,1,20,24
"7771","201212190IND","IND","David West","westda01","27:41:00",5,12,0.417,0,0,NA,3,3,1,2,2,4,3,0,0,1,4,13,18
"7772","201212190IND","IND","Lance Stephenson","stephla01","24:57:00",0,1,0,0,1,0,0,0,NA,0,1,1,4,2,0,1,1,0,16
"7773","201212190IND","IND","Gerald Green","greenge01","23:03",7,12,0.583,4,6,0.667,3,5,0.6,0,0,0,1,0,0,3,1,21,4
"7774","201212190IND","IND","Tyler Hansbrough","hansbty01","15:24",2,5,0.4,0,0,NA,1,3,0.333,0,1,1,0,0,0,0,3,5,6
"7775","201212190IND","IND","Sam Young","youngsa01","14:41",1,2,0.5,0,0,NA,0,1,0,1,2,3,1,0,1,0,1,2,3
"7776","201212190IND","IND","Ian Mahinmi","mahinia01","13:16",0,1,0,0,0,NA,0,0,NA,0,3,3,0,2,1,0,2,0,2
"7777","201212190IND","IND","D.J. Augustin","augusdj01","12:00",3,4,0.75,1,2,0.5,0,0,NA,0,0,0,1,0,0,1,0,7,-5
"7778","201212190IND","IND","Ben Hansbrough","hansbbe01","6:52",0,2,0,0,1,0,0,0,NA,0,1,1,0,0,0,1,1,0,1
"7779","201212190IND","IND","Jeff Pendergraph","pendeje02","4:55",0,1,0,0,0,NA,2,2,1,0,1,1,0,0,0,0,2,2,-4
"7780","201212190IND","IND","Miles Plumlee","plumlmi01","4:55",1,4,0.25,0,0,NA,0,0,NA,2,1,3,1,0,0,1,2,2,-4
"7781","201212190LAC","NOH","Anthony Davis","davisan02","41:50:00",7,15,0.467,0,1,0,2,3,0.667,3,2,5,0,0,1,1,2,16,-10
"7782","201212190LAC","NOH","Greivis Vasquez","vasqugr01","30:54:00",1,7,0.143,1,3,0.333,2,2,1,0,5,5,10,0,0,6,1,5,-17
"7783","201212190LAC","NOH","Robin Lopez","lopezro01","27:35:00",10,16,0.625,0,0,NA,2,2,1,6,3,9,1,0,2,2,4,22,-3
"7784","201212190LAC","NOH","Lance Thomas","thomala01","22:10",1,1,1,0,0,NA,1,2,0.5,2,4,6,0,0,0,0,2,3,-12
"7785","201212190LAC","NOH","Austin Rivers","riverau01","21:21",1,4,0.25,0,1,0,1,4,0.25,0,0,0,0,0,0,3,2,3,-13
"7786","201212190LAC","NOH","Ryan Anderson","anderry01","26:35:00",2,13,0.154,0,8,0,3,3,1,1,4,5,0,0,0,1,0,7,-19
"7787","201212190LAC","NOH","Dominic McGuire","mcguido01","18:54",0,3,0,0,0,NA,0,0,NA,1,2,3,1,1,1,1,1,0,-8
"7788","201212190LAC","NOH","Brian Roberts","roberbr01","17:06",3,7,0.429,0,1,0,1,1,1,0,2,2,2,2,0,1,2,7,1
"7789","201212190LAC","NOH","Roger Mason","masonro01","15:30",3,6,0.5,1,4,0.25,1,1,1,0,2,2,0,0,1,2,2,8,-15
"7790","201212190LAC","NOH","Darius Miller","milleda01","11:58",1,3,0.333,0,1,0,2,2,1,1,2,3,1,0,0,3,2,4,8
"7791","201212190LAC","NOH","Xavier Henry","henryxa01","6:08",0,0,NA,0,0,NA,2,2,1,0,2,2,0,0,0,0,0,2,8
"7792","201212190LAC","LAC","Blake Griffin","griffbl01","28:34:00",7,12,0.583,0,1,0,4,5,0.8,2,2,4,2,1,0,0,1,18,18
"7793","201212190LAC","LAC","Chris Paul","paulch01","27:57:00",4,9,0.444,0,2,0,2,2,1,1,4,5,12,1,0,0,2,10,16
"7794","201212190LAC","LAC","DeAndre Jordan","jordade01","23:57",6,7,0.857,0,0,NA,0,3,0,1,4,5,1,0,2,5,2,12,14
"7795","201212190LAC","LAC","Caron Butler","butleca01","22:24",2,8,0.25,0,4,0,2,2,1,1,4,5,1,0,0,0,1,6,10
"7796","201212190LAC","LAC","Willie Green","greenwi01","19:46",2,5,0.4,2,4,0.5,0,0,NA,0,3,3,1,0,0,0,2,6,-3
"7797","201212190LAC","LAC","Jamal Crawford","crawfja01","31:50:00",6,14,0.429,1,4,0.25,4,4,1,1,0,1,5,3,0,2,2,17,13
"7798","201212190LAC","LAC","Matt Barnes","barnema02","22:00",5,7,0.714,1,3,0.333,0,0,NA,1,4,5,0,1,1,2,3,11,12
"7799","201212190LAC","LAC","Lamar Odom","odomla01","20:27",2,4,0.5,0,2,0,0,0,NA,1,5,6,2,0,0,0,2,4,8
"7800","201212190LAC","LAC","Eric Bledsoe","bledser01","20:03",1,6,0.167,0,0,NA,2,2,1,1,1,2,4,2,2,2,3,4,0
"7801","201212190LAC","LAC","Ronny Turiaf","turiaro01","19:26",1,1,1,0,0,NA,1,1,1,0,1,1,0,0,2,0,1,3,-2
"7802","201212190LAC","LAC","Ryan Hollins","holliry01","3:36",1,1,1,0,0,NA,0,0,NA,0,0,0,0,0,0,1,2,2,-6
"7803","201212190MEM","MIL","Brandon Jennings","jennibr01","41:45:00",9,26,0.346,3,9,0.333,5,8,0.625,4,3,7,2,1,0,4,1,26,-22
"7804","201212190MEM","MIL","Monta Ellis","ellismo01","34:17:00",1,14,0.071,0,5,0,2,2,1,0,2,2,2,2,1,3,1,4,-8
"7805","201212190MEM","MIL","Marquis Daniels","daniema01","21:46",5,8,0.625,0,2,0,2,2,1,3,3,6,0,0,0,2,3,12,-4
"7806","201212190MEM","MIL","Luc Mbah a Moute","mbahalu01","21:34",1,3,0.333,0,0,NA,2,2,1,0,4,4,0,0,0,1,2,4,-12
"7807","201212190MEM","MIL","Larry Sanders","sandela01","21:25",4,6,0.667,0,0,NA,0,0,NA,2,7,9,1,3,2,2,3,8,-5
"7808","201212190MEM","MIL","Mike Dunleavy","dunlemi02","26:14:00",3,8,0.375,1,3,0.333,0,0,NA,0,3,3,3,0,0,1,2,7,-6
"7809","201212190MEM","MIL","Ersan Ilyasova","ilyaser01","22:28",2,6,0.333,1,1,1,0,0,NA,0,4,4,1,0,0,1,2,5,-3
"7810","201212190MEM","MIL","Doron Lamb","lambdo01","17:28",3,6,0.5,0,0,NA,2,2,1,0,2,2,2,2,0,1,2,8,9
"7811","201212190MEM","MIL","Ekpe Udoh","udohek01","16:47",1,5,0.2,0,0,NA,0,0,NA,1,3,4,0,2,2,1,2,2,0
"7812","201212190MEM","MIL","Drew Gooden","goodedr01","9:48",0,2,0,0,0,NA,2,3,0.667,0,1,1,0,0,0,0,0,2,-5
"7813","201212190MEM","MIL","John Henson","hensojo01","3:58",1,1,1,0,0,NA,0,0,NA,1,0,1,0,0,0,0,1,2,5
"7814","201212190MEM","MIL","Joel Przybilla","przybjo01","2:30",0,0,NA,0,0,NA,0,0,NA,0,1,1,0,0,0,0,0,0,1
"7815","201212190MEM","MEM","Marc Gasol","gasolma01","31:35:00",5,10,0.5,0,0,NA,2,2,1,4,8,12,2,0,3,3,4,12,11
"7816","201212190MEM","MEM","Zach Randolph","randoza01","31:21:00",6,16,0.375,0,0,NA,3,4,0.75,4,13,17,2,1,0,1,1,15,11
"7817","201212190MEM","MEM","Mike Conley","conlemi01","30:54:00",4,8,0.5,0,2,0,3,5,0.6,0,0,0,6,2,0,2,2,11,1
"7818","201212190MEM","MEM","Rudy Gay","gayru01","30:25:00",6,15,0.4,1,2,0.5,0,0,NA,1,7,8,5,2,0,1,2,13,-1
"7819","201212190MEM","MEM","Tony Allen","allento01","26:54:00",3,11,0.273,0,0,NA,2,2,1,2,1,3,1,4,1,1,1,8,2
"7820","201212190MEM","MEM","Jerryd Bayless","bayleje01","19:10",4,7,0.571,0,1,0,0,0,NA,0,5,5,5,0,0,2,2,8,5
"7821","201212190MEM","MEM","Wayne Ellington","ellinwa01","19:02",1,5,0.2,0,0,NA,0,0,NA,0,0,0,2,1,0,1,0,2,12
"7822","201212190MEM","MEM","Quincy Pondexter","pondequ01","17:35",2,4,0.5,1,2,0.5,2,2,1,0,2,2,0,0,0,1,0,7,11
"7823","201212190MEM","MEM","Darrell Arthur","arthuda01","16:39",1,4,0.25,0,0,NA,2,2,1,2,1,3,2,1,0,2,2,4,-1
"7824","201212190MEM","MEM","Marreese Speights","speigma01","16:25",4,8,0.5,1,1,1,1,2,0.5,4,2,6,1,0,2,2,3,10,-1
"7825","201212190NYK","BRK","Joe Johnson","johnsjo02","39:53:00",5,14,0.357,3,5,0.6,4,4,1,1,1,2,3,1,0,2,2,17,-9
"7826","201212190NYK","BRK","Gerald Wallace","wallage01","37:14:00",2,7,0.286,1,3,0.333,1,2,0.5,1,4,5,1,0,0,0,3,6,-23
"7827","201212190NYK","BRK","Deron Williams","willide01","35:52:00",7,12,0.583,2,6,0.333,0,0,NA,1,4,5,10,0,0,5,1,16,-19
"7828","201212190NYK","BRK","Brook Lopez","lopezbr01","28:35:00",8,18,0.444,0,0,NA,0,0,NA,4,6,10,1,1,1,0,1,16,-10
"7829","201212190NYK","BRK","Kris Humphries","humphkr01","17:38",0,3,0,0,0,NA,0,0,NA,2,7,9,0,0,0,0,2,0,-8
"7830","201212190NYK","BRK","C.J. Watson","watsocj01","25:53:00",3,9,0.333,1,5,0.2,0,0,NA,0,1,1,3,0,0,2,1,7,-7
"7831","201212190NYK","BRK","Keith Bogans","boganke01","20:57",4,6,0.667,3,5,0.6,0,0,NA,0,0,0,1,0,0,1,2,11,-8
"7832","201212190NYK","BRK","Andray Blatche","blatcan01","15:59",3,5,0.6,0,1,0,1,2,0.5,0,2,2,0,1,1,1,1,7,-4
"7833","201212190NYK","BRK","Reggie Evans","evansre01","9:43",0,0,NA,0,0,NA,0,0,NA,0,2,2,0,0,0,0,2,0,2
"7834","201212190NYK","BRK","Tyshawn Taylor","tayloty01","2:04",2,3,0.667,0,0,NA,0,1,0,0,1,1,0,0,0,0,0,4,4
"7835","201212190NYK","BRK","Tornike Shengelia","shengto01","2:04",1,1,1,0,0,NA,0,0,NA,1,0,1,0,0,0,0,1,2,4
"7836","201212190NYK","BRK","MarShon Brooks","brookma01","2:04",0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,4
"7837","201212190NYK","BRK","Mirza Teletovic","teletmi01","2:04",0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,1,0,0,4
"7838","201212190NYK","NYK","Tyson Chandler","chandty01","37:26:00",7,11,0.636,0,0,NA,2,2,1,5,7,12,2,1,3,1,2,16,21
"7839","201212190NYK","NYK","Carmelo Anthony","anthoca01","35:38:00",12,22,0.545,4,8,0.5,3,3,1,0,3,3,1,2,1,1,2,31,18
"7840","201212190NYK","NYK","Jason Kidd","kiddja01","35:07:00",2,9,0.222,2,9,0.222,1,2,0.5,0,8,8,5,3,0,2,1,7,6
"7841","201212190NYK","NYK","Raymond Felton","feltora01","31:43:00",4,15,0.267,0,3,0,0,0,NA,1,4,5,4,1,0,0,1,8,15
"7842","201212190NYK","NYK","Ronnie Brewer","brewero02","15:00",1,5,0.2,0,1,0,2,4,0.5,4,0,4,2,0,0,0,0,4,-13
"7843","201212190NYK","NYK","J.R. Smith","smithjr01","36:44:00",7,11,0.636,1,1,1,4,4,1,1,4,5,3,0,1,1,2,19,24
"7844","201212190NYK","NYK","Chris Copeland","copelch01","23:29",3,4,0.75,2,2,1,0,0,NA,0,1,1,0,0,0,1,2,8,10
"7845","201212190NYK","NYK","Pablo Prigioni","prigipa01","14:23",2,5,0.4,2,4,0.5,0,0,NA,0,0,0,2,0,0,1,1,6,-4
"7846","201212190NYK","NYK","Kurt Thomas","thomaku01","8:26",0,0,NA,0,0,NA,1,2,0.5,0,1,1,0,0,0,0,0,1,-3
"7847","201212190NYK","NYK","James White","whiteja02","2:04",0,1,0,0,1,0,0,0,NA,0,0,0,0,0,0,0,0,0,-4
"7848","201212190ORL","WAS","Jordan Crawford","crawfjo02","41:01:00",7,16,0.438,3,7,0.429,2,2,1,1,3,4,6,2,0,7,1,19,-2
"7849","201212190ORL","WAS","Martell Webster","webstma02","31:18:00",4,8,0.5,3,6,0.5,0,0,NA,0,4,4,1,1,1,0,3,11,-2
"7850","201212190ORL","WAS","Emeka Okafor","okafoem01","27:04:00",4,9,0.444,0,0,NA,0,2,0,3,9,12,3,0,1,0,1,8,-1
"7851","201212190ORL","WAS","Shaun Livingston","livinsh01","24:48:00",1,7,0.143,0,0,NA,0,0,NA,0,3,3,4,0,0,1,2,2,-16
"7852","201212190ORL","WAS","Earl Barron","barroea01","20:13",1,6,0.167,0,0,NA,0,0,NA,0,5,5,1,1,0,2,5,2,-7
"7853","201212190ORL","WAS","Cartier Martin","martica01","31:23:00",4,7,0.571,3,4,0.75,0,0,NA,0,5,5,0,0,0,0,2,11,1
"7854","201212190ORL","WAS","Nene Hilario","hilarne01","24:53:00",8,10,0.8,0,0,NA,4,4,1,1,1,2,2,0,1,4,5,20,9
"7855","201212190ORL","WAS","Kevin Seraphin","serapke01","23:03",3,9,0.333,0,0,NA,0,0,NA,0,2,2,2,0,2,1,1,6,-15
"7856","201212190ORL","WAS","Chris Singleton","singlch01","16:17",2,5,0.4,0,0,NA,0,0,NA,0,1,1,1,1,0,0,1,4,-2
"7857","201212190ORL","ORL","Arron Afflalo","afflaar01","39:19:00",6,18,0.333,0,5,0,3,4,0.75,0,3,3,3,2,0,1,0,15,-5
"7858","201212190ORL","ORL","Glen Davis","davisgl01","38:31:00",6,18,0.333,0,0,NA,0,0,NA,2,7,9,1,1,2,4,3,12,-5
"7859","201212190ORL","ORL","Nikola Vucevic","vucevni01","34:07:00",4,9,0.444,0,1,0,0,0,NA,3,10,13,0,0,1,0,2,8,-2
"7860","201212190ORL","ORL","Jameer Nelson","nelsoja01","31:26:00",2,5,0.4,0,1,0,4,4,1,0,2,2,5,3,0,1,1,8,-3
"7861","201212190ORL","ORL","Maurice Harkless","harklma01","17:51",3,6,0.5,0,1,0,3,4,0.75,2,5,7,0,2,0,2,0,9,3
